corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
5,low_001,counsellor,387,0,hi Laura so thanks for coming in I'm not sure how much you know about why you're here or what we're supposed to talk about so basically I'm going to be meeting with all the students in the school usually once or twice per semester and we're gonna talk about you know whatever's kind of going on in your life I'll ask you some questions about you know your goals and what you like to do for fun and those sorts of things and then we'll talk a little bit about you know different behaviors and and stuff like that and so it's it's pretty casual pretty informal just sort of a chance for me to get to know you,915,4,I'll ask you some questions about you know your goals and what you like to do for fun and those sorts of things,O,ST
5,low_001,counsellor,387,0,hi Laura so thanks for coming in I'm not sure how much you know about why you're here or what we're supposed to talk about so basically I'm going to be meeting with all the students in the school usually once or twice per semester and we're gonna talk about you know whatever's kind of going on in your life I'll ask you some questions about you know your goals and what you like to do for fun and those sorts of things and then we'll talk a little bit about you know different behaviors and and stuff like that and so it's it's pretty casual pretty informal just sort of a chance for me to get to know you,916,5,and then we'll talk a little bit about you know different behaviors and and stuff like that,O,ST
5,low_001,counsellor,387,0,hi Laura so thanks for coming in I'm not sure how much you know about why you're here or what we're supposed to talk about so basically I'm going to be meeting with all the students in the school usually once or twice per semester and we're gonna talk about you know whatever's kind of going on in your life I'll ask you some questions about you know your goals and what you like to do for fun and those sorts of things and then we'll talk a little bit about you know different behaviors and and stuff like that and so it's it's pretty casual pretty informal just sort of a chance for me to get to know you,917,6,and so it's it's pretty casual pretty informal just sort of a chance for me to get to know you,O,ST
5,low_001,client,388,1,alright,918,7,alright,N,N
5,low_001,counsellor,389,2,okay why don't we start by just having you tell me a little bit about yourself,919,8,okay why don't we start by just having you tell me a little bit about yourself,Q,OQ
5,low_001,client,390,3,okay um my name is Laura and I'm 17 and I'm a senior in high school,920,9,okay um my name is Laura,N,N
5,low_001,client,390,3,okay um my name is Laura and I'm 17 and I'm a senior in high school,921,10,and I'm 17,N,N
5,low_001,client,390,3,okay um my name is Laura and I'm 17 and I'm a senior in high school,922,11,and I'm a senior in high school,N,N
5,low_001,counsellor,391,4,okay and what do you like to do for fun,923,12,okay,O,FI
5,low_001,counsellor,391,4,okay and what do you like to do for fun,924,13,and what do you like to do for fun,Q,OQ
5,low_001,client,392,5,mostly just hang out with my friends and stuff on the weekends things like that,925,14,mostly just hang out with my friends and stuff on the weekends,N,N
5,low_001,client,392,5,mostly just hang out with my friends and stuff on the weekends things like that,926,15,things like that,N,N
5,low_001,counsellor,393,6,and when you and your friends are hanging out and what do you do,927,16,and when you and your friends are hanging out,Q,OQ
5,low_001,counsellor,393,6,and when you and your friends are hanging out and what do you do,928,17,and what do you do,Q,OQ
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,929,18,go to ball games,N,N
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,930,19,go to party,N,N
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,931,20,if it's school related maybe like a game or two,N,N
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,932,21,or go to the mall like to shop,N,N
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,933,22,or go to the movies or something,N,N
5,low_001,client,394,7,go to ball games go to party if it's school related maybe like a game or two or go to the mall like to shop or go to the movies or something and that night maybe like a party or something someone's throwing,934,23,and that night maybe like a party or something someone's throwing,N,N
5,low_001,counsellor,395,8,okay and what kind of hobbies do you have,935,24,okay,O,FI
5,low_001,counsellor,395,8,okay and what kind of hobbies do you have,936,25,and what kind of hobbies do you have,Q,OQ
5,low_001,client,396,9,um I like to be and I like to go outside and like take walks and like hike and stuff I'm very outdoorsy so,937,26,um I like to be and I like to go outside and like take walks and like hike and stuff,N,N
5,low_001,client,396,9,um I like to be and I like to go outside and like take walks and like hike and stuff I'm very outdoorsy so,938,27,I'm very outdoorsy so,N,N
5,low_001,counsellor,397,10,oh cool what are your plans for after high school,939,28,oh cool,O,FI
5,low_001,counsellor,397,10,oh cool what are your plans for after high school,940,29,what are your plans for after high school,Q,OQ
5,low_001,client,398,11,well I plan to apply to college and maybe you know have a good career and something like that hopefully,941,30,well I plan to apply to college,N,N
5,low_001,client,398,11,well I plan to apply to college and maybe you know have a good career and something like that hopefully,942,31,and maybe you know have a good career,N,N
5,low_001,client,398,11,well I plan to apply to college and maybe you know have a good career and something like that hopefully,943,32,and something like that hopefully,N,N
5,low_001,counsellor,399,12,that's great what do you think you'll study,944,33,that's great,O,FI
5,low_001,counsellor,399,12,that's great what do you think you'll study,945,34,what do you think you'll study,Q,OQ
5,low_001,client,400,13,well I'm I'm looking at the journalism maybe pre-law,946,35,well I'm I'm looking at the journalism,N,N
5,low_001,client,400,13,well I'm I'm looking at the journalism maybe pre-law,947,36,maybe pre-law,N,N
5,low_001,counsellor,401,14,Oh neat,948,37,Oh neat,O,FA
5,low_001,client,402,15,which is a little different but,949,38,which is a little different but,N,N
5,low_001,counsellor,403,16,yeah that's great that's a really good goal,950,39,yeah that's great,O,FI
5,low_001,counsellor,403,16,yeah that's great that's a really good goal,951,40,that's a really good goal,O,FI
5,low_001,client,404,17,yeah thanks,952,41,yeah,N,N
5,low_001,client,404,17,yeah thanks,953,42,thanks,N,N
5,low_001,counsellor,405,18,it's a hard work to get into law school are you doing school what kind of grades do you get,954,43,it's a hard work to get into law school,O,FI
5,low_001,counsellor,405,18,it's a hard work to get into law school are you doing school what kind of grades do you get,955,44,are you doing school,Q,CQ
5,low_001,counsellor,405,18,it's a hard work to get into law school are you doing school what kind of grades do you get,956,45,what kind of grades do you get,Q,CQ
5,low_001,client,406,19,I'm doing okay I'm getting mostly A's and B's so we're pretty good okay,957,46,I'm doing okay,N,N
5,low_001,client,406,19,I'm doing okay I'm getting mostly A's and B's so we're pretty good okay,958,47,I'm getting mostly A's and B's,N,N
5,low_001,client,406,19,I'm doing okay I'm getting mostly A's and B's so we're pretty good okay,959,48,so we're pretty good,N,N
5,low_001,client,406,19,I'm doing okay I'm getting mostly A's and B's so we're pretty good okay,960,49,okay,N,N
5,low_001,counsellor,407,20,okay what classes are you not getting A's and B's in,961,50,okay,O,FI
5,low_001,counsellor,407,20,okay what classes are you not getting A's and B's in,962,51,what classes are you not getting A's and B's in,Q,CQ
5,low_001,client,408,21,um I think all my grades raisin B's,963,52,um I think all my grades raisin B's,N,N
5,low_001,counsellor,409,22,oh,964,53,oh,O,FA
5,low_001,client,410,23,yeah,965,54,yeah,N,N
5,low_001,counsellor,411,24,okay and do you know where you're going to apply to college,966,55,okay,O,FI
5,low_001,counsellor,411,24,okay and do you know where you're going to apply to college,967,56,and do you know where you're going to apply to college,Q,CQ
5,low_001,client,412,25,I'm not sure yet but I'm looking into schools if like in the area so maybe I don't know maybe I only poem or something,968,57,I'm not sure yet but I'm looking into schools if like in the area so maybe,N,N
5,low_001,client,412,25,I'm not sure yet but I'm looking into schools if like in the area so maybe I don't know maybe I only poem or something,969,58,I don't know,N,N
5,low_001,client,412,25,I'm not sure yet but I'm looking into schools if like in the area so maybe I don't know maybe I only poem or something,970,59,maybe I only poem or something,N,N
5,low_001,counsellor,413,26,okay cool and and what made you decide maybe law school or journalism,971,60,okay cool,O,FI
5,low_001,counsellor,413,26,okay cool and and what made you decide maybe law school or journalism,972,61,and and what made you decide maybe law school or journalism,Q,OQ
5,low_001,client,414,27,um well I'm definitely not a math or science person so I started off by there that I start looking at careers that maybe I would like so,973,62,um well I'm definitely not a math or science person,N,N
5,low_001,client,414,27,um well I'm definitely not a math or science person so I started off by there that I start looking at careers that maybe I would like so,974,63,so I started off by there,N,N
5,low_001,client,414,27,um well I'm definitely not a math or science person so I started off by there that I start looking at careers that maybe I would like so,975,64,that I start looking at careers that maybe I would like,N,N
5,low_001,client,414,27,um well I'm definitely not a math or science person so I started off by there that I start looking at careers that maybe I would like so,976,65,so,N,N
5,low_001,counsellor,415,28,okay great sounds like you have like I said really good goals and you're working hard in school you said that when you're going out with your friends you like to hang out and shop and stuff like that and also go to parties so do you drink alcohol,977,66,okay great sounds like you have like I said really good goals,SRL,SR
5,low_001,counsellor,415,28,okay great sounds like you have like I said really good goals and you're working hard in school you said that when you're going out with your friends you like to hang out and shop and stuff like that and also go to parties so do you drink alcohol,978,67,and you're working hard in school,SRL,SR
5,low_001,counsellor,415,28,okay great sounds like you have like I said really good goals and you're working hard in school you said that when you're going out with your friends you like to hang out and shop and stuff like that and also go to parties so do you drink alcohol,979,68,you said that when you're going out with your friends you like to hang out and shop and stuff like that,SRL,SR
5,low_001,counsellor,415,28,okay great sounds like you have like I said really good goals and you're working hard in school you said that when you're going out with your friends you like to hang out and shop and stuff like that and also go to parties so do you drink alcohol,980,69,and also go to parties,SRL,SR
5,low_001,counsellor,415,28,okay great sounds like you have like I said really good goals and you're working hard in school you said that when you're going out with your friends you like to hang out and shop and stuff like that and also go to parties so do you drink alcohol,981,70,so do you drink alcohol,Q,CQ
5,low_001,client,416,29,um not really maybe one or two drinks at a party at the most,982,71,um not really,N,N
5,low_001,client,416,29,um not really maybe one or two drinks at a party at the most,983,72,maybe one or two drinks at a party at the most,N,N
5,low_001,counsellor,417,30,okay and how often do you think you drink,984,73,okay,O,FI
5,low_001,counsellor,417,30,okay and how often do you think you drink,985,74,and how often do you think you drink,Q,CQ
5,low_001,client,418,31,um maybe like once or twice a month at the most,986,75,um maybe like once or twice a month at the most,N,N
5,low_001,counsellor,419,32,mm-hmm so like once or twice a month you're having alcohol,987,76,mm-hmm,O,FA
5,low_001,counsellor,419,32,mm-hmm so like once or twice a month you're having alcohol,988,77,so like once or twice a month you're having alcohol,SRL,SR
5,low_001,client,420,33,yeah,989,78,yeah,N,N
5,low_001,counsellor,421,34,okay and so that's maybe like 20 times a year,990,79,okay,O,FI
5,low_001,counsellor,421,34,okay and so that's maybe like 20 times a year,991,80,and so that's maybe like 20 times a year,SRL,SR
5,low_001,client,422,35,possibly yeah,992,81,possibly yeah,N,N
5,low_001,counsellor,423,36,so that's actually kind of a lot of drinking then,993,82,so that's actually kind of a lot of drinking then,IMI,RCW
5,low_001,client,424,37,yeah I guess you can say that,994,83,yeah,N,N
5,low_001,client,424,37,yeah I guess you can say that,995,84,I guess you can say that,N,N
5,low_001,counsellor,425,38,okay what do you think's the most you've ever had,996,85,okay,O,FI
5,low_001,counsellor,425,38,okay what do you think's the most you've ever had,997,86,what do you think's the most you've ever had,Q,CQ
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,998,87,um just two drinks at a party at the most,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,999,88,I don't I don't like to drink a lot,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,1000,89,I don't getting drunk is not something that appeals to me,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,1001,90,so I just have like a drink in my hand so my friends won't bug me about not drinking,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,1002,91,I just like to look like I'm actually doing something,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,1003,92,most a lot of time I don't even drink at all,N,N
5,low_001,client,426,39,um just two drinks at a party at the most I don't I don't like to drink a lot I don't getting drunk is not something that appeals to me so I just have like a drink in my hand so my friends won't bug me about not drinking I just like to look like I'm actually doing something most a lot of time I don't even drink at all so,1004,93,so,N,N
5,low_001,counsellor,427,40,but you've been drunk before,1005,94,but you've been drunk before,IMI,CO
5,low_001,client,428,41,um no not really maybe tipsy but not like drunk,1006,95,um no not really,N,N
5,low_001,client,428,41,um no not really maybe tipsy but not like drunk,1007,96,maybe tipsy,N,N
5,low_001,client,428,41,um no not really maybe tipsy but not like drunk,1008,97,but not like drunk,N,N
5,low_001,counsellor,429,42,okay so the most you've ever ever had is two drinks in a day,1009,98,okay so the most you've ever ever had is two drinks in a day,SRL,SR
5,low_001,client,430,43,yeah,1010,99,yeah,N,N
5,low_001,counsellor,431,44,okay interesting so do you know all the bad stuff about alcohol,1011,100,okay interesting,O,FI
5,low_001,counsellor,431,44,okay interesting so do you know all the bad stuff about alcohol,1012,101,so do you know all the bad stuff about alcohol,IMI,WA
5,low_001,client,432,45,um yeah yeah,1013,102,um,N,N
5,low_001,client,432,45,um yeah yeah,1014,103,yeah yeah,N,N
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1015,104,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving,IMI,WA
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1016,105,so you know that's actually a really big problem,IMI,WA
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1017,106,and and even around here we have kids die every year from getting in a drunk driving accident,IMI,WA
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1018,107,so that's something that you really need to make sure you're not doing,IMI,DI
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1019,108,all right have you ever done that,Q,CQ
5,low_001,counsellor,433,46,okay so one of the things that you know it's really important to talk to teenagers about is drinking and driving so you know that's actually a really big problem and and even around here we have kids die every year from getting in a drunk driving accident so that's something that you really need to make sure you're not doing all right have you ever done that have you ever done,1020,109,have you ever done,Q,CQ
5,low_001,client,434,47,never drunk driven and I've never got in the car with a drunk driver,1021,110,never drunk driven,N,N
5,low_001,client,434,47,never drunk driven and I've never got in the car with a drunk driver,1022,111,and I've never got in the car with a drunk driver,N,N
5,low_001,counsellor,435,48,okay how much do your friends drink,1023,112,okay,O,FI
5,low_001,counsellor,435,48,okay how much do your friends drink,1024,113,how much do your friends drink,Q,CQ
5,low_001,client,436,49,um I mean I have some friends that drink someone others like my close group of friends don't really drink as much because I'm not really interested in that but I know that there are people that,1025,114,um I mean I have some friends that drink,N,N
5,low_001,client,436,49,um I mean I have some friends that drink someone others like my close group of friends don't really drink as much because I'm not really interested in that but I know that there are people that,1026,115,someone others like my close group of friends don't really drink as much,N,N
5,low_001,client,436,49,um I mean I have some friends that drink someone others like my close group of friends don't really drink as much because I'm not really interested in that but I know that there are people that,1027,116,because I'm not really interested in that,N,N
5,low_001,client,436,49,um I mean I have some friends that drink someone others like my close group of friends don't really drink as much because I'm not really interested in that but I know that there are people that,1028,117,but I know that there are people that,N,N
5,low_001,counsellor,437,50,okay,1029,118,okay,O,FA
5,low_001,client,438,51,drink a lot more,1030,119,drink a lot more,N,N
5,low_001,counsellor,439,52,what about at these parties you're going to there are other kids there who are drinking a lot,1031,120,what about at these parties you're going to,Q,CQ
5,low_001,counsellor,439,52,what about at these parties you're going to there are other kids there who are drinking a lot,1032,121,there are other kids there who are drinking a lot,Q,CQ
5,low_001,client,440,53,yeah there are kids that drink a lot more than I do definitely you,1033,122,yeah there are kids that drink a lot more than I do,N,N
5,low_001,client,440,53,yeah there are kids that drink a lot more than I do definitely you,1034,123,definitely you,N,N
5,low_001,counsellor,441,54,and do you hang out with them,1035,124,and do you hang out with them,Q,CQ
5,low_001,client,442,55,not really closely like I know who they are and I'll say hi but not they're not really that close friends of mine,1036,125,not really closely,N,N
5,low_001,client,442,55,not really closely like I know who they are and I'll say hi but not they're not really that close friends of mine,1037,126,like I know who they are and I'll say hi,N,N
5,low_001,client,442,55,not really closely like I know who they are and I'll say hi but not they're not really that close friends of mine,1038,127,but not they're not really that close friends of mine,N,N
5,low_001,counsellor,443,56,mm-hmm so you know even just hanging out around kids who are drinking a lot actually puts you at a lot more risk did you know that,1039,128,mm-hmm,O,FA
5,low_001,counsellor,443,56,mm-hmm so you know even just hanging out around kids who are drinking a lot actually puts you at a lot more risk did you know that,1040,129,so you know even just hanging out around kids who are drinking a lot actually puts you at a lot more risk,IMI,WA
5,low_001,counsellor,443,56,mm-hmm so you know even just hanging out around kids who are drinking a lot actually puts you at a lot more risk did you know that,1041,130,did you know that,Q,CQ
5,low_001,client,444,57,um yeah that make sense,1042,131,um,N,N
5,low_001,client,444,57,um yeah that make sense,1043,132,yeah,N,N
5,low_001,client,444,57,um yeah that make sense,1044,133,that make sense,N,N
5,low_001,counsellor,445,58,yeah so there I mean a lot of the other dangers of drinking like not just car accidents we can have other accidents you know people you know will fall or you know break things or a lot of people actually end up breaking their bones and ending up in the emergency room because they've been drunk and fallen down or you know as a girl it's really important too that you're careful because you could be sexually assaulted,1045,134,yeah so there I mean a lot of the other dangers of drinking like not just car accidents we can have other accidents you know,IMI,WA
5,low_001,counsellor,445,58,yeah so there I mean a lot of the other dangers of drinking like not just car accidents we can have other accidents you know people you know will fall or you know break things or a lot of people actually end up breaking their bones and ending up in the emergency room because they've been drunk and fallen down or you know as a girl it's really important too that you're careful because you could be sexually assaulted,1046,135,people you know will fall or you know break things or a lot of people actually end up breaking their bones and ending up in the emergency room because they've been drunk and fallen down,IMI,WA
5,low_001,counsellor,445,58,yeah so there I mean a lot of the other dangers of drinking like not just car accidents we can have other accidents you know people you know will fall or you know break things or a lot of people actually end up breaking their bones and ending up in the emergency room because they've been drunk and fallen down or you know as a girl it's really important too that you're careful because you could be sexually assaulted,1047,136,or you know as a girl it's really important too that you're careful because you could be sexually assaulted,IMI,WA
5,low_001,client,446,59,yeah,1048,137,yeah,N,N
5,low_001,counsellor,447,60,you know especially if you've been drinking then you know you're at a lot more risk because a guy can take advantage of you did have you thought about that,1049,138,you know especially if you've been drinking then you know you're at a lot more risk,IMI,WA
5,low_001,counsellor,447,60,you know especially if you've been drinking then you know you're at a lot more risk because a guy can take advantage of you did have you thought about that,1050,139,because a guy can take advantage of you,IMI,WA
5,low_001,counsellor,447,60,you know especially if you've been drinking then you know you're at a lot more risk because a guy can take advantage of you did have you thought about that,1051,140,did have you thought about that,Q,CQ
5,low_001,client,448,61,yeah yeah I have that's one of the main reasons I don't like to drink that much so,1052,141,yeah yeah I have,N,N
5,low_001,client,448,61,yeah yeah I have that's one of the main reasons I don't like to drink that much so,1053,142,that's one of the main reasons I don't like to drink that much,N,N
5,low_001,client,448,61,yeah yeah I have that's one of the main reasons I don't like to drink that much so,1054,143,so,N,N
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1055,144,and then you know people get in fights more often when they've been drinking too,IMI,WA
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1056,145,also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook,IMI,WA
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1057,146,and then their parents find out or school finds out,IMI,WA
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1058,147,and you know we have a no tolerance policy here about drugs and alcohol,IMI,WA
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1059,148,and really can get you into trouble and could put your whole college career in jeopardy,IMI,WA
5,low_001,counsellor,449,62,and then you know people get in fights more often when they've been drinking too also you know there have been a lot of kids even at this school gotten in trouble because they were drinking and someone took pictures with their cell phone and put it up on Facebook and then their parents find out or school finds out and you know we have a no tolerance policy here about drugs and alcohol and really can get you into trouble and could put your whole college career in jeopardy have you thought about that,1060,149,have you thought about that,Q,CQ
5,low_001,client,450,63,yeah definitely,1061,150,yeah definitely,N,N
5,low_001,counsellor,451,64,but you're still drinking,1062,151,but you're still drinking,IMI,CO
5,low_001,client,452,65,yeah I mean I guess it's the thing to do at a party so,1063,152,yeah I mean I guess it's the thing to do at a party,N,N
5,low_001,client,452,65,yeah I mean I guess it's the thing to do at a party so,1064,153,so,N,N
5,low_001,counsellor,453,66,so I mean do you think it's the thing to do if you want to be an attorney,1065,154,so I mean do you think it's the thing to do if you want to be an attorney,IMI,CO
5,low_001,client,454,67,um definitely not that's why I don't try to drink that much just make it look like I kind of,1066,155,um definitely not,N,N
5,low_001,client,454,67,um definitely not that's why I don't try to drink that much just make it look like I kind of,1067,156,that's why I don't try to drink that much,N,N
5,low_001,client,454,67,um definitely not that's why I don't try to drink that much just make it look like I kind of,1068,157,just make it look like I kind of,N,N
5,low_001,counsellor,455,68,okay hmm so I mean I guess what we need to do then is kind of talk about some goals for how to be safer,1069,158,okay hmm,O,FA
5,low_001,counsellor,455,68,okay hmm so I mean I guess what we need to do then is kind of talk about some goals for how to be safer,1070,159,so I mean I guess what we need to do then is kind of talk about some goals for how to be safer,IMI,ADW
5,low_001,client,456,69,okay,1071,160,okay,N,N
5,low_001,counsellor,457,70,um obviously you shouldn't be drinking at all um what do you think about that,1072,161,um obviously you shouldn't be drinking at all,IMI,ADW
5,low_001,counsellor,457,70,um obviously you shouldn't be drinking at all um what do you think about that,1073,162,um what do you think about that,Q,OQ
5,low_001,client,458,71,I definitely agree I know that there are some other risks involved in alcohol other than the ones you mentioned like health-wise and things like that so I agree that alcohol may not be the best thing,1074,163,I definitely agree,N,N
5,low_001,client,458,71,I definitely agree I know that there are some other risks involved in alcohol other than the ones you mentioned like health-wise and things like that so I agree that alcohol may not be the best thing,1075,164,I know that there are some other risks involved in alcohol other than the ones you mentioned like health-wise and things like that,N,N
5,low_001,client,458,71,I definitely agree I know that there are some other risks involved in alcohol other than the ones you mentioned like health-wise and things like that so I agree that alcohol may not be the best thing,1076,165,so I agree that alcohol may not be the best thing,N,N
5,low_001,counsellor,459,72,so do you think you can quit,1077,166,so do you think you can quit,Q,CQ
5,low_001,client,460,73,um yeah I mean it's not like a really big part of my life so,1078,167,um yeah,C,AB+
5,low_001,client,460,73,um yeah I mean it's not like a really big part of my life so,1079,168,I mean it's not like a really big part of my life,N,N
5,low_001,client,460,73,um yeah I mean it's not like a really big part of my life so,1080,169,so,N,N
5,low_001,counsellor,461,74,okay so I'm gonna write down then that you've decided to quit,1081,170,okay so I'm gonna write down then that you've decided to quit,IMI,DI
5,low_001,client,462,75,okay,1082,171,okay,N,N
5,low_001,counsellor,463,76,and that's going to be your goal and that's great you know that's really why we're here is to talk about that and make sure that you come to that decision um so I guess can you quit this weekend then,1083,172,and that's going to be your goal,IMI,DI
5,low_001,counsellor,463,76,and that's going to be your goal and that's great you know that's really why we're here is to talk about that and make sure that you come to that decision um so I guess can you quit this weekend then,1084,173,and that's great you know,O,FI
5,low_001,counsellor,463,76,and that's going to be your goal and that's great you know that's really why we're here is to talk about that and make sure that you come to that decision um so I guess can you quit this weekend then,1085,174,that's really why we're here is to talk about that,IMI,DI
5,low_001,counsellor,463,76,and that's going to be your goal and that's great you know that's really why we're here is to talk about that and make sure that you come to that decision um so I guess can you quit this weekend then,1086,175,and make sure that you come to that decision,IMI,DI
5,low_001,counsellor,463,76,and that's going to be your goal and that's great you know that's really why we're here is to talk about that and make sure that you come to that decision um so I guess can you quit this weekend then,1087,176,um so I guess can you quit this weekend then,IMI,DI
5,low_001,client,464,77,yeah yeah definitely I'll just not have a drink,1088,177,yeah yeah definitely,C,C+
5,low_001,client,464,77,yeah yeah definitely I'll just not have a drink,1089,178,I'll just not have a drink,C,AC+
5,low_001,counsellor,465,78,okay and then what about your friends who are still drinking,1090,179,okay and then what about your friends who are still drinking,IMI,RCW
5,low_001,client,466,79,um I really can't control what they do but I'll definitely try to get my closest friends to maybe stop like I will,1091,180,um I really can't control what they do,N,N
5,low_001,client,466,79,um I really can't control what they do but I'll definitely try to get my closest friends to maybe stop like I will,1092,181,but I'll definitely try to get my closest friends to maybe stop like I will,N,N
5,low_001,counsellor,467,80,okay and what if they won't,1093,182,okay,O,FI
5,low_001,counsellor,467,80,okay and what if they won't,1094,183,and what if they won't,Q,OQ
5,low_001,client,468,81,well then I guess I'll just try to hang around unless or something or try to find things for us to do that don't involve alcohol like a party anything,1095,184,well then I guess I'll just try to hang around unless or something,C,AC+
5,low_001,client,468,81,well then I guess I'll just try to hang around unless or something or try to find things for us to do that don't involve alcohol like a party anything,1096,185,or try to find things for us to do that don't involve alcohol,C,AC+
5,low_001,client,468,81,well then I guess I'll just try to hang around unless or something or try to find things for us to do that don't involve alcohol like a party anything,1097,186,like a party anything,C,AC+
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1098,187,yeah probably if your friends won't quit drinking you should just find new friends,IMI,ADW
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1099,188,because you know the problem is if they're drinking they're going to pressure you into drinking,IMI,RCW
